Date,1Mo,3Mo,1Yr,2Yr,5Yr,10Yr,20Yr,30Yr
07/10/2018,1.88,1.99,2.36,2.59,2.77,2.87,2.91,2.97
07/09/2018,1.87,1.98,2.34,2.57,2.75,2.86,2.90,2.96
07/06/2018,1.86,1.97,2.34,2.53,2.71,2.82,2.87,2.94
07/05/2018,1.87,1.96,2.32,2.55,2.74,2.84,2.88,2.95
07/03/2018,1.91,1.98,2.33,2.53,2.72,2.83,2.89,2.96
07/02/2018,1.90,1.98,2.34,2.57,2.75,2.87,2.92,2.99
06/29/2018,1.77,1.93,2.33,2.52,2.73,2.85,2.91,2.98
06/28/2018,1.76,1.93,2.33,2.52,2.73,2.84,2.91,2.97
06/27/2018,1.79,1.93,2.33,2.52,2.71,2.83,2.90,2.97
06/26/2018,1.79,1.93,2.33,2.53,2.75,2.88,2.95,3.03
06/25/2018,1.80,1.93,2.34,2.54,2.75,2.87,2.95,3.02
06/22/2018,1.83,1.93,2.33,2.56,2.77,2.90,2.97,3.04
06/21/2018,1.85,1.94,2.34,2.56,2.77,2.90,2.97,3.04
06/20/2018,1.85,1.94,2.36,2.56,2.80,2.93,2.99,3.06
06/19/2018,1.85,1.94,2.34,2.54,2.77,2.89,2.95,3.02
06/18/2018,1.84,1.94,2.35,2.56,2.80,2.92,2.98,3.05
06/15/2018,1.82,1.94,2.35,2.55,2.81,2.93,2.98,3.05
06/14/2018,1.81,1.94,2.35,2.59,2.81,2.94,2.99,3.05
06/13/2018,1.82,1.94,2.35,2.59,2.85,2.98,3.04,3.10
06/12/2018,1.81,1.92,2.31,2.54,2.81,2.96,3.02,3.09
06/11/2018,1.82,1.94,2.32,2.52,2.80,2.96,3.02,3.10
06/08/2018,1.78,1.93,2.30,2.50,2.77,2.93,3.00,3.08
06/07/2018,1.78,1.94,2.31,2.50,2.77,2.93,3.00,3.08
06/06/2018,1.81,1.95,2.32,2.52,2.81,2.97,3.05,3.13
06/05/2018,1.82,1.94,2.32,2.49,2.76,2.92,2.99,3.07
06/04/2018,1.77,1.94,2.30,2.52,2.78,2.94,3.00,3.08
06/01/2018,1.74,1.92,2.28,2.47,2.74,2.89,2.96,3.04
05/31/2018,1.76,1.93,2.23,2.40,2.68,2.83,2.91,3.00
05/30/2018,1.77,1.94,2.23,2.42,2.67,2.84,2.93,3.01
05/29/2018,1.77,1.93,2.17,2.32,2.58,2.77,2.87,2.96
05/25/2018,1.70,1.90,2.27,2.48,2.76,2.93,3.01,3.09
05/24/2018,1.74,1.91,2.28,2.50,2.82,2.98,3.06,3.13
05/23/2018,1.76,1.92,2.29,2.53,2.83,3.01,3.09,3.17
05/22/2018,1.73,1.93,2.34,2.59,2.90,3.06,3.14,3.21
05/21/2018,1.71,1.93,2.35,2.58,2.90,3.06,3.13,3.20
05/18/2018,1.68,1.91,2.32,2.55,2.90,3.06,3.14,3.20
05/17/2018,1.70,1.92,2.32,2.57,2.94,3.11,3.19,3.25
05/16/2018,1.69,1.92,2.32,2.58,2.94,3.09,3.16,3.21
05/15/2018,1.69,1.92,2.31,2.58,2.92,3.08,3.14,3.20
05/14/2018,1.70,1.93,2.28,2.55,2.85,3.00,3.06,3.13
05/11/2018,1.68,1.92,2.28,2.54,2.84,2.97,3.03,3.10
05/10/2018,1.69,1.90,2.27,2.54,2.83,2.97,3.04,3.12
05/09/2018,1.68,1.88,2.27,2.54,2.84,3.00,3.07,3.16
05/08/2018,1.69,1.87,2.26,2.51,2.81,2.97,3.04,3.13
05/07/2018,1.69,1.86,2.25,2.49,2.78,2.95,3.02,3.12
05/04/2018,1.67,1.84,2.24,2.51,2.78,2.95,3.02,3.12
05/03/2018,1.68,1.84,2.24,2.49,2.78,2.94,3.02,3.12
05/02/2018,1.69,1.84,2.24,2.49,2.80,2.97,3.04,3.14
05/01/2018,1.68,1.85,2.26,2.50,2.82,2.97,3.03,3.13
04/30/2018,1.65,1.87,2.24,2.49,2.79,2.95,3.01,3.11
04/27/2018,1.62,1.82,2.24,2.49,2.80,2.96,3.03,3.13
04/26/2018,1.62,1.82,2.25,2.49,2.82,3.00,3.08,3.18
04/25/2018,1.65,1.85,2.26,2.49,2.84,3.03,3.12,3.21
04/24/2018,1.70,1.87,2.25,2.48,2.83,3.00,3.08,3.18
04/23/2018,1.69,1.87,2.25,2.49,2.83,2.98,3.05,3.15
04/20/2018,1.65,1.81,2.22,2.46,2.80,2.96,3.04,3.14
04/19/2018,1.67,1.82,2.21,2.44,2.77,2.92,3.01,3.11
04/18/2018,1.67,1.81,2.17,2.42,2.73,2.87,2.95,3.06
04/17/2018,1.68,1.80,2.16,2.41,2.68,2.82,2.89,3.00
04/16/2018,1.64,1.79,2.12,2.39,2.69,2.83,2.91,3.03
04/13/2018,1.64,1.76,2.12,2.37,2.67,2.82,2.91,3.03
04/12/2018,1.65,1.75,2.11,2.34,2.67,2.83,2.92,3.05
04/11/2018,1.64,1.73,2.09,2.32,2.62,2.79,2.87,2.99
04/10/2018,1.63,1.74,2.09,2.32,2.62,2.80,2.89,3.02
04/09/2018,1.67,1.76,2.08,2.29,2.60,2.78,2.89,3.02
04/06/2018,1.68,1.73,2.06,2.27,2.58,2.77,2.89,3.01
04/05/2018,1.67,1.72,2.07,2.30,2.64,2.83,2.95,3.07
04/04/2018,1.67,1.71,2.07,2.28,2.61,2.79,2.91,3.03
04/03/2018,1.70,1.75,2.09,2.28,2.60,2.79,2.90,3.02
04/02/2018,1.68,1.77,2.08,2.25,2.55,2.73,2.85,2.97
03/29/2018,1.63,1.73,2.09,2.27,2.56,2.74,2.85,2.97
03/28/2018,1.65,1.73,2.12,2.28,2.59,2.77,2.89,3.01
03/27/2018,1.69,1.77,2.10,2.26,2.58,2.78,2.90,3.03
03/26/2018,1.71,1.79,2.06,2.33,2.64,2.85,2.96,3.08
03/23/2018,1.69,1.74,2.04,2.28,2.61,2.82,2.94,3.06
03/22/2018,1.67,1.72,2.05,2.29,2.63,2.83,2.94,3.06
03/21/2018,1.71,1.74,2.06,2.31,2.69,2.89,3.01,3.12
03/20/2018,1.76,1.81,2.08,2.34,2.69,2.89,3.01,3.12
03/19/2018,1.70,1.80,2.08,2.31,2.65,2.85,2.97,3.09
03/16/2018,1.71,1.78,2.08,2.31,2.65,2.85,2.96,3.08
03/15/2018,1.70,1.77,2.07,2.29,2.62,2.82,2.94,3.05
03/14/2018,1.71,1.76,2.05,2.26,2.61,2.81,2.94,3.05
03/13/2018,1.64,1.73,2.03,2.26,2.62,2.84,2.98,3.10
03/12/2018,1.60,1.71,2.05,2.27,2.64,2.87,3.00,3.13
03/09/2018,1.57,1.67,2.03,2.27,2.65,2.90,3.04,3.16
03/08/2018,1.57,1.67,2.05,2.25,2.63,2.86,3.01,3.13
03/07/2018,1.57,1.68,2.05,2.25,2.65,2.89,3.04,3.15
03/06/2018,1.56,1.68,2.06,2.25,2.65,2.88,3.03,3.14
03/05/2018,1.53,1.70,2.06,2.24,2.65,2.88,3.04,3.16
03/02/2018,1.50,1.65,2.06,2.25,2.63,2.86,3.02,3.14
03/01/2018,1.50,1.63,2.05,2.22,2.58,2.81,2.97,3.09
02/28/2018,1.50,1.65,2.07,2.25,2.65,2.87,3.02,3.13
02/27/2018,1.49,1.66,2.08,2.27,2.67,2.90,3.06,3.17
02/26/2018,1.39,1.66,2.03,2.22,2.60,2.86,3.03,3.15
02/23/2018,1.38,1.64,2.02,2.25,2.62,2.88,3.04,3.16
02/22/2018,1.34,1.63,2.02,2.25,2.66,2.92,3.09,3.21
02/21/2018,1.40,1.64,2.03,2.26,2.69,2.94,3.11,3.22
02/20/2018,1.39,1.66,2.01,2.25,2.65,2.88,3.04,3.15
02/16/2018,1.35,1.62,2.00,2.21,2.63,2.87,3.02,3.13
02/15/2018,1.30,1.58,1.99,2.19,2.65,2.90,3.04,3.15
02/14/2018,1.32,1.58,1.98,2.17,2.65,2.91,3.07,3.18
02/13/2018,1.34,1.59,1.95,2.10,2.54,2.83,2.99,3.11
02/12/2018,1.35,1.62,1.93,2.09,2.56,2.86,3.02,3.14
02/09/2018,1.31,1.55,1.89,2.05,2.52,2.83,3.02,3.14
02/08/2018,1.32,1.55,1.91,2.13,2.57,2.85,3.03,3.14
02/07/2018,1.36,1.55,1.91,2.15,2.57,2.84,3.01,3.12
02/06/2018,1.48,1.52,1.87,2.10,2.52,2.79,2.94,3.06
02/05/2018,1.40,1.51,1.85,2.08,2.50,2.77,2.92,3.04
02/02/2018,1.40,1.48,1.88,2.15,2.58,2.84,2.97,3.08
02/01/2018,1.41,1.48,1.89,2.16,2.56,2.78,2.90,3.01
01/31/2018,1.43,1.46,1.90,2.14,2.52,2.72,2.83,2.95
01/30/2018,1.49,1.44,1.88,2.13,2.51,2.73,2.86,2.98
01/29/2018,1.28,1.44,1.80,2.11,2.49,2.70,2.82,2.94
01/26/2018,1.24,1.41,1.80,2.13,2.47,2.66,2.79,2.91
01/25/2018,1.23,1.42,1.80,2.08,2.41,2.63,2.76,2.89
01/24/2018,1.25,1.43,1.79,2.08,2.43,2.65,2.80,2.93
01/23/2018,1.26,1.44,1.78,2.06,2.43,2.63,2.77,2.90
01/22/2018,1.27,1.44,1.79,2.08,2.46,2.66,2.79,2.93
01/19/2018,1.28,1.44,1.79,2.06,2.45,2.64,2.78,2.91
01/18/2018,1.29,1.45,1.79,2.05,2.43,2.62,2.77,2.90
01/17/2018,1.31,1.44,1.79,2.05,2.39,2.57,2.71,2.84
01/16/2018,1.33,1.45,1.79,2.03,2.36,2.54,2.69,2.83
01/12/2018,1.31,1.43,1.78,1.99,2.35,2.55,2.71,2.85
01/11/2018,1.32,1.43,1.77,1.98,2.32,2.54,2.72,2.91
01/10/2018,1.31,1.42,1.78,1.98,2.32,2.55,2.73,2.88
01/09/2018,1.27,1.44,1.78,1.98,2.33,2.55,2.72,2.88
01/08/2018,1.30,1.45,1.79,1.96,2.29,2.49,2.65,2.81
01/05/2018,1.27,1.39,1.80,1.96,2.29,2.47,2.64,2.81
01/04/2018,1.28,1.41,1.82,1.96,2.27,2.46,2.62,2.79
01/03/2018,1.29,1.41,1.81,1.94,2.25,2.44,2.62,2.78
01/02/2018,1.29,1.44,1.83,1.92,2.25,2.46,2.64,2.81
12/29/2017,1.28,1.39,1.76,1.89,2.20,2.40,2.58,2.74
12/28/2017,1.19,1.39,1.76,1.91,2.23,2.43,2.60,2.75
12/27/2017,1.18,1.44,1.75,1.89,2.22,2.42,2.59,2.75
12/26/2017,1.24,1.47,1.75,1.92,2.25,2.47,2.66,2.82
12/22/2017,1.15,1.33,1.73,1.91,2.26,2.48,2.68,2.83
12/21/2017,1.21,1.35,1.73,1.89,2.26,2.48,2.68,2.84
12/20/2017,1.22,1.38,1.72,1.87,2.24,2.49,2.71,2.88
12/19/2017,1.25,1.37,1.71,1.87,2.23,2.46,2.66,2.82
12/18/2017,1.26,1.38,1.70,1.84,2.17,2.39,2.57,2.74
12/15/2017,1.24,1.31,1.71,1.84,2.16,2.35,2.52,2.68
12/14/2017,1.21,1.32,1.70,1.82,2.14,2.35,2.53,2.71
12/13/2017,1.22,1.30,1.68,1.79,2.12,2.36,2.56,2.74
12/12/2017,1.26,1.34,1.70,1.83,2.18,2.40,2.60,2.79
12/11/2017,1.18,1.33,1.69,1.82,2.16,2.39,2.59,2.77
12/08/2017,1.14,1.28,1.65,1.80,2.14,2.38,2.59,2.77
12/07/2017,1.16,1.29,1.67,1.80,2.14,2.37,2.58,2.76
12/06/2017,1.18,1.30,1.68,1.78,2.11,2.33,2.53,2.71
12/05/2017,1.21,1.30,1.64,1.83,2.15,2.36,2.55,2.73
12/04/2017,1.16,1.29,1.66,1.80,2.15,2.37,2.58,2.77
12/01/2017,1.14,1.27,1.62,1.78,2.13,2.37,2.58,2.76
11/30/2017,1.14,1.27,1.62,1.78,2.14,2.42,2.65,2.83
11/29/2017,1.17,1.29,1.61,1.78,2.09,2.37,2.62,2.81
11/28/2017,1.16,1.30,1.61,1.75,2.07,2.34,2.58,2.77
11/27/2017,1.15,1.27,1.62,1.74,2.06,2.32,2.57,2.76
11/24/2017,1.14,1.29,1.61,1.75,2.07,2.34,2.58,2.76
11/22/2017,1.16,1.29,1.61,1.74,2.05,2.32,2.57,2.75
11/21/2017,1.15,1.30,1.62,1.77,2.11,2.36,2.58,2.76
11/20/2017,1.09,1.30,1.62,1.77,2.09,2.37,2.60,2.78
11/17/2017,1.08,1.29,1.60,1.73,2.06,2.35,2.59,2.78
11/16/2017,1.08,1.27,1.59,1.72,2.07,2.37,2.62,2.81
11/15/2017,1.08,1.25,1.55,1.68,2.04,2.33,2.58,2.77
11/14/2017,1.06,1.26,1.55,1.68,2.06,2.38,2.64,2.84
11/13/2017,1.07,1.24,1.55,1.70,2.08,2.40,2.67,2.87
11/10/2017,1.06,1.23,1.54,1.67,2.06,2.40,2.67,2.88
11/09/2017,1.07,1.24,1.53,1.63,2.01,2.33,2.59,2.81
11/08/2017,1.05,1.23,1.53,1.65,2.01,2.32,2.57,2.79
11/07/2017,1.05,1.22,1.49,1.63,1.99,2.32,2.56,2.77
11/06/2017,1.03,1.19,1.50,1.61,1.99,2.32,2.58,2.80
11/03/2017,1.02,1.18,1.49,1.63,1.99,2.34,2.59,2.82
11/02/2017,1.02,1.17,1.46,1.61,2.00,2.35,2.61,2.83
11/01/2017,1.06,1.18,1.46,1.61,2.01,2.37,2.63,2.85
10/31/2017,0.99,1.15,1.43,1.60,2.01,2.38,2.66,2.88
10/30/2017,0.97,1.12,1.42,1.58,2.00,2.37,2.66,2.88
10/27/2017,0.98,1.10,1.42,1.59,2.03,2.42,2.71,2.93
10/26/2017,0.99,1.11,1.43,1.63,2.07,2.46,2.74,2.96
10/25/2017,1.01,1.12,1.43,1.61,2.06,2.44,2.72,2.95
10/24/2017,1.00,1.12,1.43,1.60,2.05,2.42,2.70,2.92
10/23/2017,1.00,1.09,1.42,1.58,2.01,2.38,2.66,2.89
10/20/2017,0.99,1.11,1.43,1.60,2.03,2.39,2.67,2.89
10/19/2017,0.99,1.10,1.41,1.58,1.98,2.33,2.60,2.83
10/18/2017,0.99,1.09,1.42,1.59,1.99,2.34,2.62,2.85
10/17/2017,0.99,1.09,1.41,1.54,1.97,2.30,2.58,2.80
10/16/2017,0.97,1.10,1.42,1.54,1.95,2.30,2.58,2.82
10/13/2017,0.97,1.09,1.39,1.51,1.91,2.28,2.58,2.81
10/12/2017,0.99,1.09,1.41,1.51,1.95,2.33,2.62,2.86
10/11/2017,1.04,1.10,1.40,1.51,1.95,2.35,2.64,2.88
10/10/2017,1.03,1.08,1.42,1.51,1.95,2.35,2.65,2.88
10/06/2017,1.03,1.07,1.35,1.54,1.97,2.37,2.68,2.91
10/05/2017,1.02,1.07,1.35,1.49,1.94,2.35,2.65,2.89
10/04/2017,1.00,1.08,1.33,1.47,1.92,2.33,2.64,2.87
10/03/2017,1.01,1.07,1.32,1.47,1.92,2.33,2.63,2.87
10/02/2017,0.95,1.01,1.31,1.49,1.94,2.34,2.64,2.87
09/29/2017,0.96,1.06,1.31,1.47,1.92,2.33,2.63,2.86
09/28/2017,0.97,1.06,1.31,1.45,1.89,2.31,2.63,2.87
09/27/2017,0.99,1.07,1.33,1.47,1.91,2.31,2.62,2.86
09/26/2017,0.96,1.06,1.31,1.45,1.87,2.24,2.54,2.78
09/25/2017,0.97,1.05,1.30,1.44,1.85,2.22,2.53,2.76
09/22/2017,0.97,1.03,1.30,1.46,1.88,2.26,2.57,2.80
09/21/2017,0.99,1.04,1.31,1.45,1.89,2.27,2.57,2.80
09/20/2017,0.98,1.04,1.32,1.45,1.89,2.28,2.59,2.82
09/19/2017,0.97,1.04,1.31,1.40,1.84,2.24,2.57,2.81
09/18/2017,0.96,1.05,1.30,1.40,1.83,2.23,2.56,2.80
09/15/2017,0.98,1.05,1.30,1.39,1.81,2.20,2.52,2.77
09/14/2017,0.99,1.05,1.28,1.37,1.79,2.20,2.52,2.77
09/13/2017,0.99,1.04,1.27,1.35,1.78,2.20,2.53,2.79
09/12/2017,0.99,1.03,1.27,1.33,1.75,2.17,2.52,2.78
09/11/2017,0.97,1.05,1.24,1.32,1.71,2.14,2.49,2.75
09/08/2017,0.96,1.04,1.22,1.27,1.64,2.06,2.41,2.67
09/07/2017,0.98,1.05,1.21,1.27,1.63,2.05,2.40,2.66
09/06/2017,1.04,1.07,1.24,1.30,1.69,2.10,2.46,2.72
09/05/2017,1.30,1.03,1.23,1.30,1.65,2.07,2.43,2.69
09/01/2017,0.96,1.02,1.24,1.35,1.73,2.16,2.51,2.77
08/31/2017,0.95,1.01,1.23,1.33,1.70,2.12,2.47,2.73
08/30/2017,0.96,1.03,1.23,1.33,1.72,2.15,2.49,2.75
08/29/2017,0.96,1.03,1.23,1.33,1.70,2.13,2.48,2.74
08/28/2017,0.99,0.98,1.24,1.33,1.74,2.16,2.51,2.76
08/25/2017,0.99,1.03,1.23,1.35,1.77,2.17,2.51,2.75
08/24/2017,0.98,1.02,1.23,1.33,1.78,2.19,2.53,2.77
08/23/2017,0.98,1.00,1.22,1.32,1.76,2.17,2.51,2.75
08/22/2017,0.93,1.00,1.24,1.33,1.80,2.22,2.55,2.79
08/21/2017,0.95,1.00,1.23,1.32,1.76,2.18,2.52,2.77
08/18/2017,0.97,1.02,1.24,1.33,1.77,2.19,2.54,2.78
08/17/2017,0.95,1.00,1.24,1.32,1.76,2.19,2.54,2.78
08/16/2017,0.97,1.02,1.24,1.33,1.79,2.23,2.58,2.81
08/15/2017,0.97,1.04,1.23,1.35,1.83,2.27,2.60,2.84
08/14/2017,0.95,1.02,1.23,1.33,1.77,2.22,2.57,2.81
08/11/2017,0.99,1.03,1.21,1.30,1.74,2.19,2.55,2.79
08/10/2017,1.02,1.05,1.22,1.33,1.78,2.20,2.55,2.79
08/09/2017,1.01,1.06,1.21,1.33,1.81,2.24,2.59,2.82
08/08/2017,1.00,1.06,1.24,1.36,1.84,2.29,2.63,2.86
08/07/2017,0.99,1.02,1.22,1.36,1.81,2.26,2.60,2.84
08/04/2017,1.00,1.08,1.23,1.36,1.82,2.27,2.61,2.84
08/03/2017,1.00,1.08,1.22,1.34,1.79,2.24,2.56,2.81
08/02/2017,1.02,1.08,1.24,1.36,1.82,2.27,2.60,2.85
08/01/2017,1.00,1.08,1.22,1.34,1.80,2.26,2.61,2.86
07/31/2017,1.00,1.07,1.23,1.34,1.84,2.30,2.66,2.89
07/28/2017,1.00,1.08,1.22,1.34,1.83,2.30,2.65,2.89
07/27/2017,1.01,1.11,1.22,1.36,1.84,2.32,2.68,2.93
07/26/2017,1.02,1.13,1.23,1.36,1.83,2.29,2.65,2.89
07/25/2017,0.96,1.18,1.24,1.40,1.90,2.33,2.67,2.91
07/24/2017,1.00,1.17,1.23,1.37,1.83,2.26,2.59,2.83
07/21/2017,1.00,1.16,1.22,1.36,1.81,2.24,2.57,2.81
07/20/2017,1.00,1.15,1.22,1.37,1.82,2.27,2.60,2.83
07/19/2017,0.99,1.11,1.23,1.37,1.83,2.27,2.61,2.85
07/18/2017,0.95,1.07,1.19,1.36,1.82,2.27,2.61,2.85
07/17/2017,0.95,1.07,1.22,1.36,1.86,2.31,2.65,2.89
07/14/2017,0.93,1.04,1.22,1.35,1.87,2.33,2.67,2.91
07/13/2017,0.95,1.05,1.23,1.37,1.89,2.35,2.69,2.92
07/12/2017,0.94,1.05,1.21,1.35,1.88,2.33,2.65,2.89
07/11/2017,0.97,1.05,1.20,1.37,1.92,2.37,2.69,2.92
07/10/2017,0.95,1.04,1.23,1.40,1.93,2.38,2.70,2.93
07/07/2017,0.94,1.05,1.22,1.40,1.95,2.39,2.71,2.93
07/06/2017,0.95,1.04,1.23,1.40,1.94,2.37,2.68,2.90
07/05/2017,0.97,1.05,1.24,1.41,1.92,2.33,2.63,2.85
07/03/2017,0.96,1.06,1.24,1.41,1.93,2.35,2.65,2.86
06/30/2017,0.84,1.03,1.24,1.38,1.89,2.31,2.61,2.84
06/29/2017,0.88,1.04,1.23,1.38,1.85,2.27,2.59,2.82
06/28/2017,0.89,1.02,1.21,1.34,1.81,2.22,2.55,2.77
06/27/2017,0.89,1.00,1.22,1.38,1.83,2.21,2.52,2.75
06/26/2017,0.81,0.99,1.20,1.36,1.77,2.14,2.46,2.70
06/23/2017,0.76,0.97,1.21,1.34,1.77,2.15,2.48,2.71
06/22/2017,0.80,0.96,1.22,1.34,1.76,2.15,2.47,2.72
06/21/2017,0.85,0.99,1.22,1.36,1.78,2.16,2.48,2.73
06/20/2017,0.88,1.01,1.22,1.36,1.77,2.16,2.49,2.74
06/19/2017,0.85,1.02,1.22,1.36,1.80,2.19,2.53,2.79
06/16/2017,0.85,1.03,1.21,1.32,1.75,2.16,2.52,2.78
06/15/2017,0.86,1.02,1.21,1.35,1.76,2.16,2.52,2.78
06/14/2017,0.90,1.01,1.20,1.35,1.74,2.15,2.53,2.79
06/13/2017,0.89,1.00,1.22,1.38,1.79,2.21,2.60,2.87
06/12/2017,0.82,0.98,1.19,1.35,1.78,2.21,2.59,2.86
06/09/2017,0.80,1.01,1.20,1.35,1.77,2.21,2.59,2.86
06/08/2017,0.80,1.01,1.19,1.33,1.75,2.19,2.57,2.85
06/07/2017,0.84,1.00,1.17,1.32,1.74,2.18,2.56,2.84
06/06/2017,0.83,0.97,1.16,1.30,1.71,2.14,2.53,2.81
06/05/2017,0.83,0.96,1.16,1.32,1.74,2.18,2.56,2.84
06/02/2017,0.82,0.98,1.16,1.28,1.71,2.15,2.53,2.80
06/01/2017,0.82,0.98,1.16,1.28,1.76,2.21,2.60,2.87
05/31/2017,0.86,0.98,1.17,1.28,1.75,2.21,2.60,2.87
05/30/2017,0.77,0.93,1.16,1.28,1.76,2.21,2.61,2.88
05/26/2017,0.75,0.94,1.17,1.30,1.79,2.25,2.65,2.92
05/25/2017,0.72,0.94,1.16,1.30,1.78,2.25,2.65,2.92
05/24/2017,0.76,0.93,1.18,1.29,1.79,2.26,2.65,2.92
05/23/2017,0.76,0.92,1.14,1.31,1.84,2.29,2.68,2.95
05/22/2017,0.70,0.93,1.12,1.29,1.80,2.25,2.64,2.91
05/19/2017,0.71,0.92,1.10,1.28,1.79,2.23,2.63,2.90
05/18/2017,0.73,0.93,1.09,1.27,1.78,2.23,2.64,2.90
05/17/2017,0.72,0.90,1.08,1.26,1.76,2.22,2.65,2.91
05/16/2017,0.72,0.90,1.11,1.29,1.86,2.33,2.74,2.99
05/15/2017,0.73,0.90,1.11,1.31,1.86,2.34,2.76,3.00
05/12/2017,0.69,0.88,1.11,1.29,1.85,2.33,2.74,2.98
05/11/2017,0.68,0.89,1.13,1.35,1.93,2.39,2.78,3.03
05/10/2017,0.71,0.90,1.13,1.35,1.94,2.41,2.79,3.03
05/09/2017,0.74,0.91,1.14,1.37,1.94,2.42,2.79,3.04
05/08/2017,0.73,0.91,1.12,1.33,1.91,2.39,2.76,3.02
05/05/2017,0.71,0.90,1.10,1.32,1.89,2.36,2.73,2.99
05/04/2017,0.71,0.86,1.11,1.32,1.88,2.36,2.73,3.00
05/03/2017,0.73,0.85,1.10,1.30,1.86,2.33,2.70,2.97
05/02/2017,0.72,0.82,1.08,1.27,1.81,2.29,2.68,2.97
05/01/2017,0.67,0.83,1.09,1.28,1.84,2.33,2.71,3.00
04/28/2017,0.68,0.80,1.07,1.28,1.81,2.29,2.67,2.96
04/27/2017,0.70,0.81,1.06,1.25,1.81,2.30,2.68,2.96
04/26/2017,0.74,0.83,1.07,1.28,1.84,2.32,2.69,2.97
04/25/2017,0.73,0.82,1.09,1.29,1.87,2.35,2.71,2.99
04/24/2017,0.74,0.81,1.03,1.25,1.81,2.28,2.65,2.93
04/21/2017,0.72,0.79,0.99,1.20,1.77,2.24,2.61,2.89
04/20/2017,0.73,0.79,1.01,1.21,1.78,2.24,2.61,2.89
04/19/2017,0.75,0.81,1.02,1.19,1.74,2.21,2.59,2.87
04/18/2017,0.76,0.82,1.02,1.18,1.71,2.18,2.56,2.84
04/17/2017,0.76,0.83,1.04,1.21,1.79,2.26,2.65,2.92
04/13/2017,0.76,0.81,1.03,1.21,1.77,2.24,2.62,2.89
04/12/2017,0.77,0.81,1.04,1.24,1.81,2.28,2.65,2.92
04/11/2017,0.74,0.82,1.05,1.24,1.84,2.32,2.67,2.93
04/10/2017,0.77,0.82,1.07,1.29,1.91,2.37,2.72,2.99
04/07/2017,0.77,0.82,1.08,1.29,1.92,2.38,2.74,3.00
04/06/2017,0.78,0.79,1.05,1.24,1.87,2.34,2.72,2.99
04/05/2017,0.77,0.80,1.03,1.24,1.85,2.34,2.71,2.98
04/04/2017,0.77,0.79,1.03,1.25,1.88,2.36,2.72,2.99
04/03/2017,0.73,0.79,1.02,1.24,1.88,2.35,2.71,2.98
03/31/2017,0.74,0.76,1.03,1.27,1.93,2.40,2.76,3.02
03/30/2017,0.75,0.78,1.03,1.28,1.96,2.42,2.78,3.03
03/29/2017,0.76,0.78,1.04,1.26,1.93,2.39,2.74,2.99
03/28/2017,0.75,0.78,1.03,1.30,1.97,2.42,2.77,3.02
03/27/2017,0.73,0.78,1.00,1.27,1.93,2.38,2.73,2.98
03/24/2017,0.73,0.78,1.00,1.26,1.93,2.40,2.74,3.00
03/23/2017,0.73,0.76,0.99,1.26,1.95,2.41,2.76,3.02
03/22/2017,0.74,0.77,0.99,1.27,1.95,2.40,2.76,3.02
03/21/2017,0.76,0.77,1.00,1.27,1.96,2.43,2.79,3.04
03/20/2017,0.70,0.76,1.01,1.30,2.00,2.47,2.83,3.08
03/17/2017,0.71,0.73,1.00,1.33,2.03,2.50,2.86,3.11
03/16/2017,0.68,0.73,1.01,1.35,2.05,2.53,2.89,3.14
03/15/2017,0.71,0.73,1.02,1.33,2.02,2.51,2.87,3.11
03/14/2017,0.77,0.78,1.06,1.40,2.13,2.60,2.94,3.17
03/13/2017,0.69,0.79,1.06,1.40,2.14,2.62,2.97,3.20
03/10/2017,0.60,0.75,1.03,1.36,2.11,2.58,2.94,3.16
03/09/2017,0.50,0.73,1.04,1.37,2.13,2.60,2.94,3.19
03/08/2017,0.54,0.73,1.03,1.36,2.08,2.57,2.89,3.15
03/07/2017,0.55,0.76,1.02,1.32,2.05,2.52,2.85,3.11
03/06/2017,0.56,0.74,0.97,1.31,2.02,2.49,2.84,3.10
03/03/2017,0.56,0.71,0.98,1.32,2.02,2.49,2.83,3.08
03/02/2017,0.52,0.67,0.98,1.32,2.03,2.49,2.84,3.09
03/01/2017,0.46,0.63,0.92,1.29,1.99,2.46,2.81,3.06
02/28/2017,0.40,0.53,0.88,1.22,1.89,2.36,2.70,2.97
02/27/2017,0.44,0.50,0.81,1.20,1.87,2.36,2.72,2.98
02/24/2017,0.40,0.52,0.80,1.12,1.80,2.31,2.69,2.95
02/23/2017,0.39,0.51,0.81,1.18,1.87,2.38,2.75,3.02
02/22/2017,0.47,0.52,0.82,1.22,1.92,2.42,2.78,3.04
02/21/2017,0.49,0.53,0.83,1.22,1.93,2.43,2.78,3.04
02/17/2017,0.50,0.53,0.82,1.21,1.92,2.42,2.78,3.03
02/16/2017,0.51,0.53,0.82,1.22,1.95,2.45,2.80,3.05
02/15/2017,0.53,0.54,0.86,1.27,2.01,2.51,2.84,3.09
02/14/2017,0.51,0.54,0.84,1.25,1.98,2.47,2.81,3.07
02/13/2017,0.50,0.52,0.82,1.20,1.92,2.43,2.77,3.03
02/10/2017,0.51,0.55,0.81,1.20,1.89,2.41,2.75,3.01
02/09/2017,0.51,0.54,0.80,1.20,1.88,2.40,2.74,3.02
02/08/2017,0.52,0.54,0.79,1.15,1.81,2.34,2.68,2.96
02/07/2017,0.51,0.53,0.80,1.16,1.85,2.40,2.74,3.02
